model;features;literals;attributes;features with attributes;variables;variables for aggregations;configuring constraints;creation;hasSolution;countSolutions
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;5;18;-1
webserver_count_attr;17;340;2;13;100;83;0;4;21;-1
webserver_count_attr;17;340;2;13;100;83;0;3;18;-1
webserver_count_attr;17;340;2;13;100;83;0;3;21;-1
webserver_count_attr;17;340;2;13;100;83;0;5;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;5;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;18;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;18;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;2;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;2;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;5;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;21;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;18;-1
webserver_count_attr;17;340;2;13;100;83;0;5;21;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;5;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;2;21;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;21;-1
webserver_count_attr;17;340;2;13;100;83;0;3;18;-1
webserver_count_attr;17;340;2;13;100;83;0;4;21;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;2;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;21;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;18;-1
webserver_count_attr;17;340;2;13;100;83;0;5;23;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;5;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;21;-1
webserver_count_attr;17;340;2;13;100;83;0;3;21;-1
webserver_count_attr;17;340;2;13;100;83;0;2;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;21;-1
webserver_count_attr;17;340;2;13;100;83;0;4;22;-1
webserver_count_attr;17;340;2;13;100;83;0;5;24;-1
webserver_count_attr;17;340;2;13;100;83;0;5;22;-1
webserver_count_attr;17;340;2;13;100;83;0;3;21;-1
webserver_count_attr;17;340;2;13;100;83;0;3;18;-1
webserver_count_attr;17;340;2;13;100;83;0;4;19;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;5;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;21;-1
webserver_count_attr;17;340;2;13;100;83;0;5;21;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;5;21;-1
webserver_count_attr;17;340;2;13;100;83;0;5;20;-1
webserver_count_attr;17;340;2;13;100;83;0;5;23;-1
webserver_count_attr;17;340;2;13;100;83;0;5;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;18;-1
webserver_count_attr;17;340;2;13;100;83;0;3;18;-1
webserver_count_attr;17;340;2;13;100;83;0;3;21;-1
webserver_count_attr;17;340;2;13;100;83;0;4;20;-1
webserver_count_attr;17;340;2;13;100;83;0;4;18;-1
webserver_count_attr;17;340;2;13;100;83;0;2;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;20;-1
webserver_count_attr;17;340;2;13;100;83;0;3;19;-1
webserver_count_attr;17;340;2;13;100;83;0;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;61;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;18;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;29;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;6;23;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;23;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;25;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;23;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;18;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;25;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;6;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;24;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;29;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;23;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;2;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;23;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;30;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;23;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;21;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;3;22;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;5;23;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;19;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;20;-1
webserver_count_constraints_attr;17;341;2;13;100;83;1;4;21;-1
pc_config;377;3277;0;0;377;0;0;20;23;-1
pc_config;377;3277;0;0;377;0;0;17;23;-1
pc_config;377;3277;0;0;377;0;0;14;35;-1
pc_config;377;3277;0;0;377;0;0;14;28;-1
pc_config;377;3277;0;0;377;0;0;9;20;-1
pc_config;377;3277;0;0;377;0;0;13;25;-1
pc_config;377;3277;0;0;377;0;0;10;21;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;11;22;-1
pc_config;377;3277;0;0;377;0;0;9;21;-1
pc_config;377;3277;0;0;377;0;0;7;19;-1
pc_config;377;3277;0;0;377;0;0;7;19;-1
pc_config;377;3277;0;0;377;0;0;8;20;-1
pc_config;377;3277;0;0;377;0;0;9;23;-1
pc_config;377;3277;0;0;377;0;0;7;20;-1
pc_config;377;3277;0;0;377;0;0;8;20;-1
pc_config;377;3277;0;0;377;0;0;7;19;-1
pc_config;377;3277;0;0;377;0;0;8;19;-1
pc_config;377;3277;0;0;377;0;0;7;19;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;7;17;-1
pc_config;377;3277;0;0;377;0;0;7;17;-1
pc_config;377;3277;0;0;377;0;0;5;19;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;9;19;-1
pc_config;377;3277;0;0;377;0;0;5;19;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;6;21;-1
pc_config;377;3277;0;0;377;0;0;8;24;-1
pc_config;377;3277;0;0;377;0;0;7;20;-1
pc_config;377;3277;0;0;377;0;0;9;19;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;8;19;-1
pc_config;377;3277;0;0;377;0;0;7;21;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;7;20;-1
pc_config;377;3277;0;0;377;0;0;7;19;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;7;21;-1
pc_config;377;3277;0;0;377;0;0;7;22;-1
pc_config;377;3277;0;0;377;0;0;7;20;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;6;17;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;6;21;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;17;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;7;19;-1
pc_config;377;3277;0;0;377;0;0;6;24;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;8;22;-1
pc_config;377;3277;0;0;377;0;0;6;20;-1
pc_config;377;3277;0;0;377;0;0;6;22;-1
pc_config;377;3277;0;0;377;0;0;5;18;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;5;18;-1
pc_config;377;3277;0;0;377;0;0;6;28;-1
pc_config;377;3277;0;0;377;0;0;5;20;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;7;20;-1
pc_config;377;3277;0;0;377;0;0;7;26;-1
pc_config;377;3277;0;0;377;0;0;5;19;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;7;18;-1
pc_config;377;3277;0;0;377;0;0;5;18;-1
pc_config;377;3277;0;0;377;0;0;7;24;-1
pc_config;377;3277;0;0;377;0;0;6;20;-1
pc_config;377;3277;0;0;377;0;0;6;19;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;6;21;-1
pc_config;377;3277;0;0;377;0;0;7;19;-1
pc_config;377;3277;0;0;377;0;0;5;18;-1
pc_config;377;3277;0;0;377;0;0;6;20;-1
pc_config;377;3277;0;0;377;0;0;5;19;-1
pc_config;377;3277;0;0;377;0;0;5;20;-1
pc_config;377;3277;0;0;377;0;0;6;18;-1
pc_config;377;3277;0;0;377;0;0;5;17;-1
pc_config;377;3277;0;0;377;0;0;6;17;-1
pc_config;377;3277;0;0;377;0;0;5;18;-1
pc_config;377;3277;0;0;377;0;0;5;19;-1
pc_config_attr;377;8071;1;282;1787;1410;0;55;104;-1
pc_config_attr;377;8071;1;282;1787;1410;0;22;97;-1
pc_config_attr;377;8071;1;282;1787;1410;0;19;108;-1
pc_config_attr;377;8071;1;282;1787;1410;0;14;93;-1
pc_config_attr;377;8071;1;282;1787;1410;0;15;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;95;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;91;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;92;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;94;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;17;118;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;96;-1
pc_config_attr;377;8071;1;282;1787;1410;0;15;103;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;125;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;91;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;16;97;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;105;-1
pc_config_attr;377;8071;1;282;1787;1410;0;15;91;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;99;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;98;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;95;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;95;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;92;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;86;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;85;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;93;-1
pc_config_attr;377;8071;1;282;1787;1410;0;18;118;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;10;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;116;-1
pc_config_attr;377;8071;1;282;1787;1410;0;10;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;93;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;86;-1
pc_config_attr;377;8071;1;282;1787;1410;0;10;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;96;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;93;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;107;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;97;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;105;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;93;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;94;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;92;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;93;-1
pc_config_attr;377;8071;1;282;1787;1410;0;14;92;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;96;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;94;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;95;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;91;-1
pc_config_attr;377;8071;1;282;1787;1410;0;27;137;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;97;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;97;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;113;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;115;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;15;97;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;93;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;91;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;91;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;95;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;13;91;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;88;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;97;-1
pc_config_attr;377;8071;1;282;1787;1410;0;12;87;-1
pc_config_attr;377;8071;1;282;1787;1410;0;11;89;-1
pc_config_attr;377;8071;1;282;1787;1410;0;10;90;-1
pc_config_attr;377;8071;1;282;1787;1410;0;14;94;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;27;145;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;19;156;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;127;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;17;136;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;129;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;126;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;125;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;127;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;127;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;136;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;127;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;136;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;138;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;17;141;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;16;138;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;16;143;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;126;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;128;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;127;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;129;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;135;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;135;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;129;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;136;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;137;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;129;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;132;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;129;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;15;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;130;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;131;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;14;134;-1
pc_config_count_attr;377;9580;1;282;2165;1788;0;13;128;-1
